business_id,name,address,city,state,postal_code,categories,latitude,longitude,attributes
nTZuJSfwCoNOyA1yS3rbOQ,The Silver Bough,1295 Coast Village Rd,Santa Barbara,CA,93108,"american (new), restaurants",34.4212447,-119.640407,
lTVHJAvtFQbQb6cPstEXyA,China Bowl & State Street Cafe,440 E Ortega St,Santa Barbara,CA,93101,"american (new), american (traditional), chinese, restaurants",34.4235663,-119.6925452,"{'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'HasTV': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}"
Ey0t4U6yqtxCeMaGPf7GcA,Brummis - the German Taste,3130 State St,Santa Barbara,CA,93105,"german, restaurants",34.440696,-119.732304,"{'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True'}"
qdpdUjdkEUpzYDdce2yZng,Plaza Deli,140 S Hope Ave,Santa Barbara,CA,93105,"sandwiches, restaurants, salad, hot dogs, delis",34.436708,-119.748708,"{'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'Caters': 'False', 'WiFi': ""u'no'"", 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'DogsAllowed': 'True', 'BikeParking': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False'}"
bjhCtlYHrkgA5Ku8l-rB3g,Our Daily Bread,2700 De La Vina St,Santa Barbara,CA,93105,"restaurants, cafes, breakfast & brunch, bakeries, food",34.435812,-119.725001,"{'BikeParking': 'True', 'Caters': 'True', 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""'free'""}"
j-lxie7nEh3UeUTpiqekkQ,Presto Pasta,827 E Montecito St,Santa Barbara,CA,93103,"italian, restaurants",34.4242779,-119.6833015,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}"
jW4a3W9-UkFxpglHvo_Kqg,Meun Fan Thai Cafe,1819 Cliff Dr,Santa Barbara,CA,93109,"restaurants, soup, salad, thai",34.401169,-119.721505,"{'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsTakeOut': 'None', 'HasTV': 'True', 'OutdoorSeating': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'False'}"
q6661I3CGW0UB740E5Zjfw,India House,418 State St,Santa Barbara,CA,93101,"home & garden, home decor, restaurants, shopping, indian",34.4165402,-119.6945773,"{'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': True, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}""}"
a1E2BPYnufFzb6YX2pplJg,Wahoo's Fish Tacos,511 State St,Santa Barbara,CA,93101,"seafood, restaurants, mexican",34.416913,-119.6961686,"{'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'Alcohol': ""u'beer_and_wine'"", 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'""}"
YB689VFiOlzUTBRPiauDFA,Terraza Cafe,3007 De La Vina St,Santa Barbara,CA,93105,"american (traditional), restaurants, mexican, american (new)",34.4387119,-119.7286469,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True'}"
sxuv5uZU15UHGT_HB1xYxQ,Islands Restaurant,3825 State St,Santa Barbara,CA,93105,"bars, burgers, restaurants, nightlife, sports bars, american (new)",34.438119,-119.748456,"{'BusinessAcceptsCreditCards': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'CoatCheck': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DriveThru': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'GoodForKids': 'True', 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'HappyHour': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""'full_bar'"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}"
Qi-A4ZgcEuSnq_8Fpfo_3Q,Our Lady of Guadalupe Mercado,227 N Nopal St,Santa Barbara,CA,93103,"mexican, arts & entertainment, festivals, restaurants, religious organizations, churches",34.4230803,-119.6840083,"{'NoiseLevel': ""u'very_loud'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'False', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'WiFi': ""'no'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}""}"
HQ-C47_Xi5it1KzwEc0u0A,Barbarians,511 State St,Santa Barbara,CA,93101,"pizza, bars, sports bars, restaurants, nightlife",34.4170059325,-119.6960398541,"{'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""'no'"", 'GoodForDancing': 'False', 'NoiseLevel': ""u'average'"", 'HappyHour': 'True', 'Caters': 'False', 'CoatCheck': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': False}"", 'RestaurantsGoodForGroups': 'True', 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}"
q75UQjNm6AEK4XNnkDLxTQ,The Project -- Corazón Cocina & Taproom,214 State St,Santa Barbara,CA,93101,"breweries, bars, burgers, mexican, tacos, cocktail bars, club crawl, breakfast & brunch, beer bar, nightlife, restaurants, food",34.4145556,-119.6918679,"{'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'full_bar'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'Caters': 'False', 'WheelchairAccessible': 'True', 'OutdoorSeating': 'True', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'True', 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'RestaurantsPriceRange2': '2', 'Smoking': ""u'no'"", 'RestaurantsDelivery': 'False', 'Corkage': 'True', 'BYOB': 'False', 'Ambience': ""{u'divey': False, u'hipster': True, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'BusinessAcceptsCreditCards': 'True'}"
Dp9Jxlocw7cnos9fE7HKIQ,Jack's Bistro & Bagels,3891 State St,Santa Barbara,CA,93105,"restaurants, sandwiches, breakfast & brunch",34.439951,-119.750602,"{'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}"
iHdrLu8deF5GceB0V1rPhA,Oliver's,1198 Coast Village Rd,Santa Barbara,CA,93108,"american (traditional), vegan, restaurants",34.4213337,-119.6449814,"{'RestaurantsAttire': ""u'dressy'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsReservations': 'True', 'Caters': 'False', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'Alcohol': ""u'full_bar'"", 'ByAppointmentOnly': 'False', 'HasTV': 'True', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'Corkage': 'True', 'HappyHour': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'True', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'BYOB': 'False'}"
SaUbh0sMSev8gKNJYtC76g,Hob Nob,21 W Victoria St,Santa Barbara,CA,93101,"american (new), restaurants",34.423515,-119.706222,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'dressy'"", 'OutdoorSeating': 'True', 'HappyHour': 'True'}"
Nv6ruFQa6AG6g8f-_IxFCw,Alito’s,509 State St,Santa Barbara,CA,93101,"new mexican cuisine, restaurants, mexican",34.416973,-119.696104,"{'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'HappyHour': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Alcohol': ""u'beer_and_wine'"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}"
PPcz-0UtIJ8O7xDT551y2g,Intermezzo By Wine Cask,819 Anacapa St,Santa Barbara,CA,93101,"tapas bars, nightlife, salad, restaurants, cocktail bars, bars, wine bars, cafes, pizza, american (new)",34.4211464,-119.6988864,"{'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Smoking': ""u'no'"", 'BusinessParking': ""{u'valet': False, u'garage': True, u'street': True, u'lot': False, u'validated': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'GoodForKids': 'False', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'False', 'DogsAllowed': 'True'}"
